1,google.com
2,facebook.com
3,youtube.com
4,yahoo.com
5,live.com
6,baidu.com
7,wikipedia.org
8,blogger.com
9,msn.com
10,qq.com
11,twitter.com
12,yahoo.co.jp
13,google.co.in
14,taobao.com
15,amazon.com
16,sina.com.cn
17,google.de
18,wordpress.com
19,google.com.hk
20,google.co.uk
